"No.","Time","Source","Destination","Protocol","Length","Info"
"1173","104.457871","192.168.1.13","92.123.215.45","TCP","55","[TCP Keep-Alive] 55022  >  443 [ACK] Seq=1 Ack=26 Win=1026 Len=1"
"1174","104.484396","92.123.215.45","192.168.1.13","TCP","60","443  >  55022 [RST] Seq=26 Win=0 Len=0"
"1175","104.491563","192.168.1.8","224.0.0.251","MDNS","464","Standard query response 0x0000 PTR Chromecast-f0887aad7ba1c62ab6daf486c5bfce0c._googlecast._tcp.local PTR Chromecast-f0887aad7ba1c62ab6daf486c5bfce0c._googlecast._tcp.local PTR Chromecast-f0887aad7ba1c62ab6daf486c5bfce0c._googlecast._tcp.local PTR Chromecast-f0887aad7ba1c62ab6daf486c5bfce0c._googlecast._tcp.local PTR Chromecast-f0887aad7ba1c62ab6daf486c5bfce0c._googlecast._tcp.local PTR Chromecast-f0887aad7ba1c62ab6daf486c5bfce0c._googlecast._tcp.local"
"1176","104.534906","192.168.1.13","92.123.215.45","TCP","55","[TCP Keep-Alive] 55035  >  443 [ACK] Seq=1 Ack=26 Win=1026 Len=1"
"1177","104.546952","192.168.1.8","192.168.1.13","TCP","790","8009  >  64568 [PSH, ACK] Seq=6868 Ack=1606 Win=19968 Len=736 [TCP segment of a reassembled PDU]"
"1178","104.561448","92.123.215.45","192.168.1.13","TCP","60","443  >  55035 [RST] Seq=26 Win=0 Len=0"
"1179","104.565829","192.168.1.13","95.100.242.161","TCP","55","[TCP Keep-Alive] 55039  >  443 [ACK] Seq=1 Ack=26 Win=1026 Len=1"
"1180","104.565831","192.168.1.13","95.100.242.161","TCP","55","[TCP Keep-Alive] 55038  >  443 [ACK] Seq=1 Ack=26 Win=1021 Len=1"
"1181","104.565831","192.168.1.13","95.100.242.161","TCP","55","[TCP Keep-Alive] 55037  >  443 [ACK] Seq=1 Ack=26 Win=1026 Len=1"
"1182","104.569386","95.100.242.161","192.168.1.13","TCP","60","443  >  55039 [RST] Seq=26 Win=0 Len=0"
"1183","104.569386","95.100.242.161","192.168.1.13","TCP","60","443  >  55038 [RST] Seq=26 Win=0 Len=0"
"1184","104.570234","95.100.242.161","192.168.1.13","TCP","60","443  >  55037 [RST] Seq=26 Win=0 Len=0"
"1185","104.581709","192.168.1.13","95.100.242.161","TCP","55","[TCP Keep-Alive] 55036  >  443 [ACK] Seq=1 Ack=26 Win=1026 Len=1"
"1186","104.585860","95.100.242.161","192.168.1.13","TCP","60","443  >  55036 [RST] Seq=26 Win=0 Len=0"
"1187","104.598503","192.168.1.13","192.168.1.8","TCP","54","64568  >  8009 [ACK] Seq=1606 Ack=7604 Win=262656 Len=0"
"1188","104.753245","192.168.1.13","192.168.1.29","TCP","164","64447  >  8009 [PSH, ACK] Seq=2311 Ack=3011 Win=1024 Len=110 [TCP segment of a reassembled PDU]"
"1189","104.754836","192.168.1.29","192.168.1.13","TCP","60","8009  >  64447 [ACK] Seq=3011 Ack=2421 Win=312 Len=0"
"1190","104.755297","192.168.1.29","192.168.1.13","TCP","164","8009  >  64447 [PSH, ACK] Seq=3011 Ack=2421 Win=312 Len=110 [TCP segment of a reassembled PDU]"
"1191","104.798814","192.168.1.13","192.168.1.29","TCP","54","64447  >  8009 [ACK] Seq=2421 Ack=3121 Win=1024 Len=0"
"1192","104.917552","34.158.0.131","192.168.1.13","SSL","65","Continuation Data"
"1193","104.969976","192.168.1.13","34.158.0.131","TCP","54","54993  >  443 [ACK] Seq=12 Ack=23 Win=1024 Len=0"
"1194","105.365696","162.159.136.234","192.168.1.13","TLSv1.2","350","Application Data"
"1195","105.419613","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=163 Ack=34150 Win=1028 Len=0"
"1196","105.511213","162.159.136.234","192.168.1.13","TLSv1.2","175","Application Data"
"1197","105.560392","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=163 Ack=34271 Win=1027 Len=0"
"1198","105.673351","192.168.1.13","192.168.1.1","DNS","83","Standard query 0xaf05 A spclient.wg.spotify.com"
"1199","105.679813","192.168.1.1","192.168.1.13","DNS","132","Standard query response 0xaf05 A spclient.wg.spotify.com CNAME edge-web.dual-gslb.spotify.com A 35.186.224.25"
"1200","105.682589","192.168.1.13","35.186.224.25","QUIC","1292","Initial, DCID=7999a28a536bcd52, PKN: 1, PADDING, PING, PING, PADDING, CRYPTO, PADDING, PING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PADDING"
"1201","105.713225","35.186.224.25","192.168.1.13","QUIC","1292","Protected Payload (KP0)"
"1202","105.714138","192.168.1.13","35.186.224.25","QUIC","208","Protected Payload (KP0), DCID=7999a28a536bcd52"
"1203","105.714353","192.168.1.13","35.186.224.25","QUIC","877","Protected Payload (KP0), DCID=7999a28a536bcd52"
"1204","105.728161","35.186.224.25","192.168.1.13","QUIC","560","Protected Payload (KP0)"
"1205","105.728161","35.186.224.25","192.168.1.13","QUIC","163","Protected Payload (KP0)"
"1206","105.728161","35.186.224.25","192.168.1.13","QUIC","69","Protected Payload (KP0)"
"1207","105.728750","192.168.1.13","35.186.224.25","QUIC","76","Protected Payload (KP0), DCID=7999a28a536bcd52"
"1208","105.755682","192.168.1.13","35.186.224.25","QUIC","75","Protected Payload (KP0), DCID=7999a28a536bcd52"
"1209","105.764613","35.186.224.25","192.168.1.13","QUIC","595","Protected Payload (KP0)"
"1210","105.765345","192.168.1.13","35.186.224.25","QUIC","77","Protected Payload (KP0), DCID=7999a28a536bcd52"
"1211","105.766732","192.168.1.12","224.0.0.251","MDNS","264","Standard query response 0x0000 PTR, cache flush iPad-di-Leonardo-2.local PTR, cache flush iPad-di-Leonardo-2.local NSEC, cache flush 12.1.168.192.in-addr.arpa NSEC, cache flush B.A.8.2.9.D.2.6.E.9.0.5.F.A.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa OPT"
"1212","105.766914","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","284","Standard query response 0x0000 PTR, cache flush iPad-di-Leonardo-2.local PTR, cache flush iPad-di-Leonardo-2.local NSEC, cache flush 12.1.168.192.in-addr.arpa NSEC, cache flush B.A.8.2.9.D.2.6.E.9.0.5.F.A.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa OPT"
"1213","105.803433","35.186.224.25","192.168.1.13","QUIC","67","Protected Payload (KP0)"
"1214","105.889493","192.168.1.12","224.0.0.251","MDNS","171","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"1215","105.889709","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","191","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"1216","105.917385","192.168.1.13","95.100.242.161","TCP","55","[TCP Keep-Alive] 55055  >  443 [ACK] Seq=1 Ack=26 Win=1026 Len=1"
"1217","105.921709","95.100.242.161","192.168.1.13","TCP","60","443  >  55055 [RST] Seq=26 Win=0 Len=0"
"1218","106.293234","192.168.1.12","224.0.0.251","MDNS","280","Standard query 0x0000 ANY iPad di Leonardo (3)._rdlink._tcp.local, ""QU"" question ANY iPad di Leonardo (3)._companion-link._tcp.local, ""QU"" question ANY iPad-di-Leonardo-2.local, ""QU"" question SRV 0 0 49153 iPad-di-Leonardo-2.local SRV 0 0 51220 iPad-di-Leonardo-2.local A 192.168.1.12 AAAA fe80::18af:509e:62d9:28ab OPT"
"1219","106.295201","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","300","Standard query 0x0000 ANY iPad di Leonardo (3)._rdlink._tcp.local, ""QU"" question ANY iPad di Leonardo (3)._companion-link._tcp.local, ""QU"" question ANY iPad-di-Leonardo-2.local, ""QU"" question SRV 0 0 49153 iPad-di-Leonardo-2.local SRV 0 0 51220 iPad-di-Leonardo-2.local A 192.168.1.12 AAAA fe80::18af:509e:62d9:28ab OPT"
"1220","106.328807","192.168.1.12","224.0.0.251","MDNS","280","Standard query 0x0000 ANY iPad di Leonardo (3)._rdlink._tcp.local, ""QM"" question ANY iPad di Leonardo (3)._companion-link._tcp.local, ""QM"" question ANY iPad-di-Leonardo-2.local, ""QM"" question SRV 0 0 49153 iPad-di-Leonardo-2.local SRV 0 0 51220 iPad-di-Leonardo-2.local A 192.168.1.12 AAAA fe80::18af:509e:62d9:28ab OPT"
"1221","106.328921","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","300","Standard query 0x0000 ANY iPad di Leonardo (3)._rdlink._tcp.local, ""QM"" question ANY iPad di Leonardo (3)._companion-link._tcp.local, ""QM"" question ANY iPad-di-Leonardo-2.local, ""QM"" question SRV 0 0 49153 iPad-di-Leonardo-2.local SRV 0 0 51220 iPad-di-Leonardo-2.local A 192.168.1.12 AAAA fe80::18af:509e:62d9:28ab OPT"
"1222","106.559273","192.168.1.15","224.0.0.251","MDNS","574","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone di Leonardo._rdlink._tcp.local TXT SRV, cache flush 0 0 49153 iPhone-di-Leonardo.local PTR, cache flush iPhone-di-Leonardo.local PTR, cache flush iPhone-di-Leonardo.local AAAA, cache flush fe80::844:e9fe:ee33:8446 A, cache flush 192.168.1.15 NSEC, cache flush iPhone di Leonardo._rdlink._tcp.local NSEC, cache flush 6.4.4.8.3.3.E.E.E.F.9.E.4.4.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 15.1.168.192.in-addr.arpa NSEC, cache flush iPhone-di-Leonardo.local OPT"
"1223","106.559533","fe80::844:e9fe:ee33:8446","ff02::fb","MDNS","594","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone di Leonardo._rdlink._tcp.local TXT SRV, cache flush 0 0 49153 iPhone-di-Leonardo.local PTR, cache flush iPhone-di-Leonardo.local PTR, cache flush iPhone-di-Leonardo.local AAAA, cache flush fe80::844:e9fe:ee33:8446 A, cache flush 192.168.1.15 NSEC, cache flush iPhone di Leonardo._rdlink._tcp.local NSEC, cache flush 6.4.4.8.3.3.E.E.E.F.9.E.4.4.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 15.1.168.192.in-addr.arpa NSEC, cache flush iPhone-di-Leonardo.local OPT"
"1224","106.820266","192.168.1.12","224.0.0.251","MDNS","280","Standard query 0x0000 ANY iPad di Leonardo (3)._rdlink._tcp.local, ""QM"" question ANY iPad di Leonardo (3)._companion-link._tcp.local, ""QM"" question ANY iPad-di-Leonardo-2.local, ""QM"" question SRV 0 0 49153 iPad-di-Leonardo-2.local SRV 0 0 51220 iPad-di-Leonardo-2.local A 192.168.1.12 AAAA fe80::18af:509e:62d9:28ab OPT"
"1225","106.820419","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","300","Standard query 0x0000 ANY iPad di Leonardo (3)._rdlink._tcp.local, ""QM"" question ANY iPad di Leonardo (3)._companion-link._tcp.local, ""QM"" question ANY iPad-di-Leonardo-2.local, ""QM"" question SRV 0 0 49153 iPad-di-Leonardo-2.local SRV 0 0 51220 iPad-di-Leonardo-2.local A 192.168.1.12 AAAA fe80::18af:509e:62d9:28ab OPT"
"1226","106.820558","192.168.1.12","224.0.0.251","MDNS","264","Standard query response 0x0000 PTR, cache flush iPad-di-Leonardo-2.local PTR, cache flush iPad-di-Leonardo-2.local NSEC, cache flush 12.1.168.192.in-addr.arpa NSEC, cache flush B.A.8.2.9.D.2.6.E.9.0.5.F.A.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa OPT"
"1227","106.820700","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","284","Standard query response 0x0000 PTR, cache flush iPad-di-Leonardo-2.local PTR, cache flush iPad-di-Leonardo-2.local NSEC, cache flush 12.1.168.192.in-addr.arpa NSEC, cache flush B.A.8.2.9.D.2.6.E.9.0.5.F.A.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa OPT"
"1228","106.831240","192.168.1.12","224.0.0.251","MDNS","665","Standard query response 0x0000 TXT TXT, cache flush PTR _rdlink._tcp.local PTR iPad di Leonardo (3)._rdlink._tcp.local SRV, cache flush 0 0 49153 iPad-di-Leonardo-2.local TXT, cache flush PTR _companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local SRV, cache flush 0 0 51220 iPad-di-Leonardo-2.local A, cache flush 192.168.1.12 AAAA, cache flush fe80::18af:509e:62d9:28ab NSEC, cache flush iPad di Leonardo (3)._rdlink._tcp.local NSEC, cache flush iPad di Leonardo (3)._companion-link._tcp.local NSEC, cache flush iPad-di-Leonardo-2.local OPT"
"1229","106.831253","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","685","Standard query response 0x0000 TXT TXT, cache flush PTR _rdlink._tcp.local PTR iPad di Leonardo (3)._rdlink._tcp.local SRV, cache flush 0 0 49153 iPad-di-Leonardo-2.local TXT, cache flush PTR _companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local SRV, cache flush 0 0 51220 iPad-di-Leonardo-2.local A, cache flush 192.168.1.12 AAAA, cache flush fe80::18af:509e:62d9:28ab NSEC, cache flush iPad di Leonardo (3)._rdlink._tcp.local NSEC, cache flush iPad di Leonardo (3)._companion-link._tcp.local NSEC, cache flush iPad-di-Leonardo-2.local OPT"
"1230","106.892461","192.168.1.12","224.0.0.251","MDNS","267","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR MacBook Air di Stefania._companion-link._tcp.local PTR iPad (6)._companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local OPT"
"1231","106.893913","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","287","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR MacBook Air di Stefania._companion-link._tcp.local PTR iPad (6)._companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local OPT"
"1232","107.013508","192.168.1.8","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"1233","107.013844","192.168.1.8","224.0.0.251","MDNS","403","Standard query response 0x0000 PTR Chromecast-f0887aad7ba1c62ab6daf486c5bfce0c._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 f0887aad-7ba1-c62a-b6da-f486c5bfce0c.local A, cache flush 192.168.1.8"
"1234","107.052233","192.168.1.29","224.0.0.251","MDNS","410","Standard query response 0x0000 PTR Chromecast-ec4332bf7b1aa95ef02672e9c38b3681._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 ec4332bf-7b1a-a95e-f026-72e9c38b3681.local A, cache flush 192.168.1.29"
"1235","107.071102","192.168.1.8","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlezone._tcp.local, ""QM"" question"
"1236","107.071316","192.168.1.8","224.0.0.251","MDNS","256","Standard query response 0x0000 PTR f0887aad-7ba1-c62a-b6da-f486c5bfce0c._googlezone._tcp.local TXT, cache flush SRV, cache flush 210 20 10001 f0887aad-7ba1-c62a-b6da-f486c5bfce0c.local A, cache flush 192.168.1.8"
"1237","107.157474","192.168.1.29","224.0.0.251","MDNS","256","Standard query response 0x0000 PTR ec4332bf-7b1a-a95e-f026-72e9c38b3681._googlezone._tcp.local TXT, cache flush SRV, cache flush 210 49 10001 ec4332bf-7b1a-a95e-f026-72e9c38b3681.local A, cache flush 192.168.1.29"
"1238","107.208940","192.168.1.13","54.226.185.168","TLSv1.2","317","Application Data"
"1239","107.312037","54.226.185.168","192.168.1.13","TLSv1.2","87","Application Data"
"1240","107.312277","54.226.185.168","192.168.1.13","TLSv1.2","301","Application Data"
"1241","107.312395","192.168.1.13","54.226.185.168","TCP","54","54969  >  443 [ACK] Seq=527 Ack=561 Win=1023 Len=0"
"1242","107.828259","192.168.1.12","224.0.0.251","MDNS","665","Standard query response 0x0000 TXT TXT, cache flush PTR _rdlink._tcp.local PTR iPad di Leonardo (3)._rdlink._tcp.local SRV, cache flush 0 0 49153 iPad-di-Leonardo-2.local TXT, cache flush PTR _companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local SRV, cache flush 0 0 51220 iPad-di-Leonardo-2.local A, cache flush 192.168.1.12 AAAA, cache flush fe80::18af:509e:62d9:28ab NSEC, cache flush iPad di Leonardo (3)._rdlink._tcp.local NSEC, cache flush iPad di Leonardo (3)._companion-link._tcp.local NSEC, cache flush iPad-di-Leonardo-2.local OPT"
"1243","107.828418","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","685","Standard query response 0x0000 TXT TXT, cache flush PTR _rdlink._tcp.local PTR iPad di Leonardo (3)._rdlink._tcp.local SRV, cache flush 0 0 49153 iPad-di-Leonardo-2.local TXT, cache flush PTR _companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local SRV, cache flush 0 0 51220 iPad-di-Leonardo-2.local A, cache flush 192.168.1.12 AAAA, cache flush fe80::18af:509e:62d9:28ab NSEC, cache flush iPad di Leonardo (3)._rdlink._tcp.local NSEC, cache flush iPad di Leonardo (3)._companion-link._tcp.local NSEC, cache flush iPad-di-Leonardo-2.local OPT"
"1244","108.611864","192.168.1.12","224.0.0.251","MDNS","264","Standard query response 0x0000 PTR, cache flush iPad-di-Leonardo-2.local PTR, cache flush iPad-di-Leonardo-2.local NSEC, cache flush 12.1.168.192.in-addr.arpa NSEC, cache flush B.A.8.2.9.D.2.6.E.9.0.5.F.A.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa OPT"
"1245","108.612405","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","284","Standard query response 0x0000 PTR, cache flush iPad-di-Leonardo-2.local PTR, cache flush iPad-di-Leonardo-2.local NSEC, cache flush 12.1.168.192.in-addr.arpa NSEC, cache flush B.A.8.2.9.D.2.6.E.9.0.5.F.A.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa OPT"
"1246","108.615244","192.168.1.13","173.222.245.59","TCP","55","[TCP Keep-Alive] 55074  >  443 [ACK] Seq=1 Ack=26 Win=1022 Len=1"
"1247","108.619459","173.222.245.59","192.168.1.13","TCP","60","443  >  55074 [RST] Seq=26 Win=0 Len=0"
"1248","109.558285","192.168.1.13","192.168.1.8","TCP","164","64568  >  8009 [PSH, ACK] Seq=1606 Ack=7604 Win=262656 Len=110 [TCP segment of a reassembled PDU]"
"1249","109.580587","192.168.1.8","192.168.1.13","TCP","164","8009  >  64568 [PSH, ACK] Seq=7604 Ack=1716 Win=19968 Len=110 [TCP segment of a reassembled PDU]"
"1250","109.621137","192.168.1.13","192.168.1.8","TCP","54","64568  >  8009 [ACK] Seq=1716 Ack=7714 Win=262656 Len=0"
"1251","109.762705","192.168.1.13","192.168.1.29","TCP","164","64447  >  8009 [PSH, ACK] Seq=2421 Ack=3121 Win=1024 Len=110 [TCP segment of a reassembled PDU]"
"1252","109.764636","192.168.1.29","192.168.1.13","TCP","164","8009  >  64447 [PSH, ACK] Seq=3121 Ack=2531 Win=312 Len=110 [TCP segment of a reassembled PDU]"
"1253","109.808086","192.168.1.13","192.168.1.29","TCP","54","64447  >  8009 [ACK] Seq=2531 Ack=3231 Win=1023 Len=0"
"1254","109.897410","192.168.1.12","224.0.0.251","MDNS","665","Standard query response 0x0000 TXT TXT, cache flush PTR _rdlink._tcp.local PTR iPad di Leonardo (3)._rdlink._tcp.local SRV, cache flush 0 0 49153 iPad-di-Leonardo-2.local TXT, cache flush PTR _companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local SRV, cache flush 0 0 51220 iPad-di-Leonardo-2.local A, cache flush 192.168.1.12 AAAA, cache flush fe80::18af:509e:62d9:28ab NSEC, cache flush iPad di Leonardo (3)._rdlink._tcp.local NSEC, cache flush iPad di Leonardo (3)._companion-link._tcp.local NSEC, cache flush iPad-di-Leonardo-2.local OPT"
"1255","109.897571","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","685","Standard query response 0x0000 TXT TXT, cache flush PTR _rdlink._tcp.local PTR iPad di Leonardo (3)._rdlink._tcp.local SRV, cache flush 0 0 49153 iPad-di-Leonardo-2.local TXT, cache flush PTR _companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local SRV, cache flush 0 0 51220 iPad-di-Leonardo-2.local A, cache flush 192.168.1.12 AAAA, cache flush fe80::18af:509e:62d9:28ab NSEC, cache flush iPad di Leonardo (3)._rdlink._tcp.local NSEC, cache flush iPad di Leonardo (3)._companion-link._tcp.local NSEC, cache flush iPad-di-Leonardo-2.local OPT"
"1256","109.899775","192.168.1.12","224.0.0.251","MDNS","267","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR MacBook Air di Stefania._companion-link._tcp.local PTR iPad (6)._companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local OPT"
"1257","109.899821","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","287","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR MacBook Air di Stefania._companion-link._tcp.local PTR iPad (6)._companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local OPT"
"1258","110.032931","162.159.136.234","192.168.1.13","TLSv1.2","303","Application Data"
"1259","110.087026","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=163 Ack=34520 Win=1026 Len=0"
"1260","111.108121","162.159.136.234","192.168.1.13","TLSv1.2","251","Application Data"
"1261","111.156416","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=163 Ack=34717 Win=1025 Len=0"
"1262","111.187750","192.168.1.13","95.100.242.155","TCP","55","[TCP Keep-Alive] 55085  >  443 [ACK] Seq=1 Ack=26 Win=1022 Len=1"
"1263","111.187750","192.168.1.13","173.222.245.104","TCP","55","[TCP Keep-Alive] 55087  >  443 [ACK] Seq=1 Ack=26 Win=1023 Len=1"
"1264","111.191729","95.100.242.155","192.168.1.13","TCP","60","443  >  55085 [RST] Seq=26 Win=0 Len=0"
"1265","111.191850","173.222.245.104","192.168.1.13","TCP","60","443  >  55087 [RST] Seq=26 Win=0 Len=0"
"1266","111.345495","162.159.136.234","192.168.1.13","TLSv1.2","164","Application Data"
"1267","111.390762","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=163 Ack=34827 Win=1025 Len=0"
"1268","111.436635","192.168.1.13","173.222.245.104","TCP","55","[TCP Keep-Alive] 55086  >  443 [ACK] Seq=1 Ack=26 Win=1023 Len=1"
"1269","111.440638","173.222.245.104","192.168.1.13","TCP","60","443  >  55086 [RST] Seq=26 Win=0 Len=0"
"1270","111.761773","192.168.1.13","173.222.245.96","TCP","55","[TCP Keep-Alive] 55076  >  443 [ACK] Seq=1 Ack=26 Win=1026 Len=1"
"1271","111.765803","173.222.245.96","192.168.1.13","TCP","60","443  >  55076 [RST] Seq=26 Win=0 Len=0"
"1272","112.253795","162.159.136.234","192.168.1.13","TLSv1.2","250","Application Data"
"1273","112.300453","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=163 Ack=35023 Win=1024 Len=0"
"1274","112.461868","192.168.1.13","192.168.1.1","DNS","76","Standard query 0xb7a4 A presence.gog.com"
"1275","112.466608","192.168.1.1","192.168.1.13","DNS","181","Standard query response 0xb7a4 A presence.gog.com CNAME presence.gog.com.edgesuite.net CNAME a1857.b.akamai.net A 173.222.245.120 A 173.222.245.106"
"1276","112.470010","192.168.1.13","173.222.245.120","TCP","66","64569  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1277","112.475006","173.222.245.120","192.168.1.13","TCP","66","443  >  64569 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1452 SACK_PERM WS=128"
"1278","112.475236","192.168.1.13","173.222.245.120","TCP","54","64569  >  443 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"1279","112.478957","173.222.245.120","192.168.1.13","TCP","66","[TCP Retransmission] 443  >  64569 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1452 SACK_PERM WS=128"
"1280","112.479058","192.168.1.13","173.222.245.120","TCP","66","[TCP Dup ACK 1278#1] 64569  >  443 [ACK] Seq=1 Ack=1 Win=262656 Len=0 SLE=0 SRE=1"
"1281","112.490430","192.168.1.13","173.222.245.120","TLSv1.3","571","Client Hello"
"1282","112.495594","173.222.245.120","192.168.1.13","TCP","60","443  >  64569 [ACK] Seq=1 Ack=518 Win=64128 Len=0"
"1283","112.495594","173.222.245.120","192.168.1.13","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"1284","112.497288","192.168.1.13","173.222.245.120","TLSv1.3","577","Change Cipher Spec, Client Hello"
"1285","112.502140","173.222.245.120","192.168.1.13","TCP","60","443  >  64569 [ACK] Seq=100 Ack=1041 Win=64128 Len=0"
"1286","112.513486","173.222.245.120","192.168.1.13","TLSv1.3","1506","Server Hello, Application Data"
"1287","112.513486","173.222.245.120","192.168.1.13","TLSv1.3","1333","Application Data, Application Data, Application Data"
"1288","112.513710","192.168.1.13","173.222.245.120","TCP","54","64569  >  443 [ACK] Seq=1041 Ack=2831 Win=262656 Len=0"
"1289","112.528784","192.168.1.13","173.222.245.120","TLSv1.3","128","Application Data"
"1290","112.529278","192.168.1.13","173.222.245.120","TLSv1.3","856","Application Data"
"1291","112.532800","173.222.245.120","192.168.1.13","TCP","60","443  >  64569 [ACK] Seq=2831 Ack=1115 Win=64128 Len=0"
"1292","112.533388","173.222.245.120","192.168.1.13","TLSv1.3","325","Application Data"
"1293","112.533388","173.222.245.120","192.168.1.13","TLSv1.3","325","Application Data"
"1294","112.533388","173.222.245.120","192.168.1.13","TCP","60","443  >  64569 [ACK] Seq=3373 Ack=1917 Win=64128 Len=0"
"1295","112.533637","192.168.1.13","173.222.245.120","TCP","54","64569  >  443 [ACK] Seq=1917 Ack=3373 Win=262144 Len=0"
